 0.1,  0.0,  0.0,  0.2,  1.0,  0.5,  1.0,  1.0, .408, .746, .441, .379, .354, .008, -.01
 0.1,  0.0,  0.0,  0.2,  1.0, .625,  1.0,  1.0, .408, .748, .439, .477, 0.44,  0.0, -.02
 0.1,  0.0,  0.0,  0.2,  1.0, 0.75,  1.0,  1.0, .408, .742, 0.44, .574, .514,  0.0, -.01
 0.1,  0.0,  0.0,  0.2,  1.0, .875,  1.0,  1.0, .408, 0.75, .442, .653, .598,  0.0, -.02
 0.1,  0.0,  0.0,  0.2,  1.0,  1.0,  1.0,  1.0, .408, .757, 0.44, .758, .718, 0.01, -.02
 0.1,  0.0,  0.0,  0.2,  1.0, 1.13,  1.0,  1.0, .408, .751, 0.44, .857, .783,  0.0, -.02
 0.1,  0.0,  0.0,  0.2,  1.0, 1.25,  1.0,  1.0, .408, .748, 0.44, .938, .876, 0.01, -.03
 0.1,  0.0,  0.0,  0.2,  1.0, 1.38,  1.0,  1.0, .408, .745, .441, 1.05, .962,  0.0, -.02
 0.1,  0.0,  0.0,  0.2,  1.0,  1.5,  1.0,  1.0, .408, .741, .441,  1.1, .996, 0.01, -.02
 0.1,  0.0,  0.0,  0.2,  1.0,  1.0,  0.5,  1.0, .408, .748, .442, .728, 0.66, .005, -0.0
 0.1,  0.0,  0.0,  0.2,  1.0,  1.0, .625,  1.0, .408, .725, .441, .761, .668,  0.0, -.01
 0.1,  0.0,  0.0,  0.2,  1.0,  1.0, 0.75,  1.0, .408, .744, .441, .771, .703,  0.0, -.01
 0.1,  0.0,  0.0,  0.2,  1.0,  1.0, .875,  1.0, .408, .734, .441, .744, .689, .007, -.03
 0.1,  0.0,  0.0,  0.2,  1.0,  1.0,  1.0,  1.0, .408, 0.76, 0.44, .748, .694,  0.0, -.02
 0.1,  0.0,  0.0,  0.2,  1.0,  1.0, 1.13,  1.0, .408, .758, 0.44, 0.76, .714, .011, -.03
 0.1,  0.0,  0.0,  0.2,  1.0,  1.0, 1.25,  1.0, .408, .743, 0.44, 0.78, .706,  0.0, -.02
 0.1,  0.0,  0.0,  0.2,  1.0,  1.0, 1.38,  1.0, .408, .758, .443, .751, .691,  0.0, -.02
 0.1,  0.0,  0.0,  0.2,  1.0,  1.0,  1.5,  1.0, .408, .755, .441, 0.76, .694,  0.0, -.02
 0.1,  0.0,  0.0,  0.2,  2.0,  0.5,  1.0,  1.0, .408, .744, .442, .381, .345,  0.0, -.02
 0.1,  0.0,  0.0,  0.2,  2.0, .625,  1.0,  1.0, .408, .757, .443, .476, .437,  0.0, -.01
 0.1,  0.0,  0.0,  0.2,  2.0, 0.75,  1.0,  1.0, .408, .752, .441, .573, .523,  0.0, -.01
 0.1,  0.0,  0.0,  0.2,  2.0, .875,  1.0,  1.0, .408, .746, .443, .663, .616, 0.01, -.02
 0.1,  0.0,  0.0,  0.2,  2.0,  1.0,  1.0,  1.0, .408, .757, .441, .742, .699, 0.01, -.01
 0.1,  0.0,  0.0,  0.2,  2.0, 1.13,  1.0,  1.0, .408, .745, .441, .846, .763,  0.0, -.02
 0.1,  0.0,  0.0,  0.2,  2.0, 1.25,  1.0,  1.0, .408, .756, .439, .922, .835, .015, -.01
 0.1,  0.0,  0.0,  0.2,  2.0, 1.38,  1.0,  1.0, .408, .754, .442, .974, 0.87, 0.01, -.01
 0.1,  0.0,  0.0,  0.2,  2.0,  1.5,  1.0,  1.0, .408, .734, 0.44, 1.13, 1.03, 0.01, -.03
